,source_name,source_link,event_id,event_date,event_time,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,photo_link,notes,event_import_source,event_import_id,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,submitted_date,created_date,last_edited_date,longitude,latitude,Year
1518,ibnlive.in,http://ibnlive.in.com/generalnewsfeed/news/rains-lash-ukhand-landslides-block-roads/754140.html,3759,07/11/2011 12:00:00 AM,,Highways leading to Badrinath and Gangotri,"Dehra Dun, Jul 11 (PTI) Fresh landslides triggered by rains in Uttarakhand today blocked national highways leading to Badrinath and Gangotri. The landslides blocked Rishikesh-Badrinath national highway at Karnprayag area in Chamoli district and Rishikesh- Gangotri road at Gangnani area in Uttarkashi, officials said. Personnel from Border Road Organisation and Public Works Department have been pressed into service to clear the debris and reopen the routes for the traffic, they said. Meanwhile, most parts of Uttarakhand continued to receive rains that have claimed 15 lives so far this season in the state.",Highways leading to Badrinath and Gangotri,50km,landslide,downpour,medium,unknown,0.0,,,,,glc,3759.0,India,IN,Uttarakhand,2571.0,Rudraprayāg,27.4976,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,79.1127,30.506,2011
1521,hindustantimes,http://www.hindustantimes.com/Punjab/Chandigarh/Incessant-rains-trigger-landslide-disrupts-normal-life-in-Kashmir/SP-Article1-921169.aspx,4523,08/29/2012 12:00:00 AM,,"Poonch, Kashmir","Incessant rain triggered a landslide in Poonch district of Jammu and Kashmir, damaging an old mosque and disrupting normal life in the region. The roads in the area were also damaged due to continuous downpour. Speaking to reporters, Mushtaq Ahmed, a resident of Tanda village in village in     Khanater, said that the state authorities failed to address their woes as no steps had been taken to repair the damaged road. It is an old mosque. It is damaged and the houses in the downhill areas are also damaged. Behind the mosque are houses of people, which are in a dilapidated condition adding to the woes of the locals. The administration came here with the MLA. We have complained about the situation, but no action has been taken,"" Ahmed said.","Poonch, Kashmir",5km,landslide,downpour,medium,unknown,,,,,,glc,4523.0,India,IN,Kashmir,28197.0,Pūnch,0.60039,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,74.0934,33.775,2012
1530,assamtribune,http://www.assamtribune.com/scripts/detailsnew.asp?id=jul3011/oth05,3840,07/25/2011 12:00:00 AM,,Manipur,"Manipur road links restored Sobhapati Samom  IMPHAL, July 29 – Road links to Manipur, which remained cut off from the rest of the country since the last three days following heavy landslides on the National Highways, has been re-opened on Thursday.  However, repairs of the road at the landslide prone Maram bazaar stretch of Imphal-Dimapur sector of the National Highway 2 (formerly known as NH 39) in Senapati district would take some time.  With the opening of the State’s life line, the 300 stranded goods laden trucks have resumed their journey for their destinations in the afternoon today.  But the more than 4,000 residents of Maram bazaar, a small hill town located on the highway are facing scarcity of potable water after the landslide buried the water supply pipelines.  “We have been buying water at the rate of Rs 20 per 40 litre tin since the last three weeks”, Kunjeshwori, a fish vendor at Maram Bazar said.  Economic blockade: An economic blockade on the two national highways – NH ",Manipur,50km,landslide,downpour,medium,unknown,0.0,,,,,glc,3840.0,India,IN,Manipur,22159.0,Mayāng Imphāl,8.947569999999999,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,93.9157,24.6869,2011
1535,ICL,,73,05/08/2007 12:00:00 AM,,"Jammu-Srinagar hwy, Samarouli in Ramban district",hwy remains closed,"Jammu-Srinagar hwy, Samarouli in Ramban district",50km,landslide,rain,medium,unknown,,,,,,glc,73.0,India,IN,Kashmir,7317.0,Rāmban,0.7965399999999999,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,75.23100000000001,33.242,2007
1550,greaterkashmir,http://www.greaterkashmir.com/news/2010/Oct/14/doda-kishtwar-road-closed-hundreds-stranded-44.asp,2594,10/12/2010 06:00:00 PM,,"Kulgadi, Doda-Kishtwar highway (NH-1B)","Thatri, Oct 13: Hundreds of passengers have been stranded on Doda-Kishtwar highway (NH-1B) as the road remained closed for the vehicular movement on the second consecutive day on Wednesday. Entire Kishtwar district was cut off from rest of the state, last evening, after heavy boulders and landslides blocked the highway, at Kulgadi here. Officials said the fresh landslides and shooting stones were hampering the road clearance work and it may take few days before the traffic can be allowed.  The highway is the only road link of the district with rest of the state. The alternate Kishtwar-Sinthan-Islamabad is incomplete and only light motor vehicles are plying on it.","Kulgadi, Doda-Kishtwar highway (NH-1B)",25km,landslide,downpour,medium,unknown,0.0,,,,,glc,2594.0,India,IN,Kashmir,20553.0,Kishtwār,14.734779999999999,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,75.8062,33.1847,2010
1557,The Hindu,http://www.thehindu.com/news/cities/Vijayawada/landslide-hits-traffic-near-kummaripalem/article7140524.ece,7123,04/26/2015 12:00:00 AM,,"Head Water Works, Kummaripalem, Vijayawada","Boulders rolled down from the Indrakeeladri near the Head Water Works at Kummaripalem here on Friday, causing panic among the road users. However, none were injured.","Head Water Works, Kummaripalem, Vijayawada",1km,landslide,unknown,small,above_road,0.0,0.0,,,,glc,7123.0,India,IN,Andhra Pradesh,874587.0,Vijayawāda,3.00863,07/09/2015 07:31:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,80.6024,16.5172,2015
1567,e-pao,http://www.e-pao.net/GP.asp?src=8..080711.jul11,3741,07/07/2011 12:00:00 AM,,Maram (80 km north of Imphal),"Imphal, July 07 2011: More than 100 stranded loaded trucks are waiting their turn to drive down towards Imphal at the landslide hit Maram bazar, 80km north of Imphal, while an equal number of empty trucks lining up on the other side of the NH 39, to move towards Dimapur (Nagaland) .  The movement of the trucks has been severely affected to landslide at Maram since the last few days.  Maram Students Union had already sought help and cooperation from the concerned authorities to properly make the route motorable.  This picture was taken by Karaiba,a resident of Maram Bazar at around 6.10pm today, saying that the trucks started lining up at Maram since morning (7am) onwards.  Presently one JCV has been reportedly put into service to clear the route.  A large portion of NH-39 has sunk between Maram Bazar and Maram Centre beneath the 5 Assam Rifles camp. ",Maram (80 km north of Imphal),5km,landslide,rain,medium,unknown,0.0,,,,,glc,3741.0,India,IN,Nāgāland,92113.0,Kohima,28.314359999999997,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.1079,25.4191,2011
1571,The Indian Express,http://indianexpress.com/article/india/india-news-india/rains-throw-normal-life-out-of-gear-accidents-kill-4-persons-in-jammu-2960170/,9476,08/07/2016 12:00:00 AM,,Doda-Kishtwar road,"The Doda-Kishtwar road, which was closed due to landslides, was also restored in the evening. However, vehicles on both the Jammu-Srinagar and Batote-Doda-Kishtwar highways was moving at snail’s pace as both the roads had become slippery at various places.",Doda-Kishtwar road,25km,landslide,continuous_rain,medium,above_road,0.0,0.0,,,,glc,9476.0,India,IN,Kashmir,20553.0,Kishtwār,18.80461,08/22/2016 11:49:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,75.7964,33.1457,2016
1574,greaterkashmir,http://www.greaterkashmir.com/full_story.asp?Date=6_5_2008&ItemID=19&cat=21,523,05/05/2008 12:00:00 AM,,Srinagar-Leh highway at Gomri,"disrupted traffic for several hours due to landslides, triggered by heavy rains at Gomri",Srinagar-Leh highway at Gomri,50km,landslide,downpour,medium,unknown,,,,,,glc,523.0,India,IN,Kashmir,6807.0,Awantīpur,4.500290000000001,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,74.9845,33.9513,2008
1578,News Karnataka,http://www.newskarnataka.com/mangalore/landslide-in-ullal-exposes-15-ft-tunnel-houses-face-threat,8654,07/04/2016 08:00:00 AM,,"Kallarakodi, Ullal, India","A landslide that occurred on Monday early morning at a village named Kallarakodi in Ullal GP has brought to fore a 15-ft tunnel. A couple of houses built close to the tunnel are now facing threat.  Landslide in Ullal exposes 15-ft tunnel, houses face threat-1A hillock behind the residence of Sadashiva Devadiga here slid exposing a 15-ft tunnel.  It is said that Devadiga’s wife Padmavathy used to do her daily chores of cleaning vessels and washing clothes behind the house. Fortunately, on Monday morning, for various reasons she could not go to the backyard to do her work, due to which she survived. The family was unaware of the landslide and was later intimated by their neighbour.  Sadashiva Devadiga had gone to the hospital to get his son discharged. Their son had met with an accident a week ago and was recuperating in a local hospital.  However, Konaje Panchayat has filled the 15-ft tunnel and has promised to do all possible efforts to save the houses built in close proximity to the t","Kallarakodi, Ullal, India",5km,landslide,unknown,small,urban,0.0,0.0,,http://www.newskarnataka.com//fileman/Uploads/Documents/ullal_hole_2016_7.jpg,,glc,8654.0,India,IN,Karnataka,59116.0,Ullal,0.80588,07/07/2016 05:49:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,74.8678,12.8041,2016
1585,business-standard,http://www.business-standard.com/generalnews/news/heavy-rains-lash-some-partshp-triggering-landslides/47847/,4516,08/24/2012 12:00:00 AM,,"Solan, Himachal Pradesh,","Heavy rains lashed some parts of Himachal Pradesh, triggering landslides at some places and leading to slight drop in maximum temperatures. Several link rooads in the interiors of Kangra, Mandi, Sirmaur and Solan districts were blocked due to landslides. A large tree was uprooted in Cart road near Bemloe here causing disruption in traffic for several hours.Several tribal areas including Pooh and Kaza remained cut off from rest of the state as the vital bridge on Hindustan-Tibet national highway near Ribba, which was washed away three days ago, could not be restored.The rains abated a bit in high altitude tribal areas and power generation in major projects like Nathpa-Jhakri (1500 MW) and Karchham-Wangtoo (1000 MW) was resumed as silt level came down to 3500 ppm against permissible limit of 4000 ppm.","Solan, Himachal Pradesh,",5km,landslide,downpour,medium,unknown,,,,,,glc,4516.0,India,IN,Himachal Pradesh,40283.0,Solan,1.2234200000000002,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,77.0969,30.9044,2012
1608,The hindu.com,http://www.hindu.com/thehindu/holnus/004200708261441.htm,210,08/25/2007 12:00:00 AM,,"Hattisurey in Kalimpong, on National Highway 31A","major landslide along road, closed for over 1 week, lifeline to Sikkim","Hattisurey in Kalimpong, on National Highway 31A",25km,landslide,rain,medium,unknown,,,,,,glc,210.0,India,IN,Bengal,43000.0,Kālimpang,3.41647,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.4308,27.0713,2007
1610,ibnlive.in.com,http://ibnlive.in.com/news/3-killed-in-rainrelated-incidents-as-heavy-showers-lash-hp/408192-3-254.html,5098,07/14/2013 12:00:00 AM,,"Mehaskwal Village, Himachal Pradesh","Three persons were killed in rain-related incidents in Himachal Pradesh as incessant heavy showers wreaked havoc causing landslides at several places, blocking highways and damaging several houses. Sunia Devi of Mehaskwal village was washed away by landslides when she was cleaning her house. Her body was found 150 m downstream from her house, police said. Sujanpur Tira in Hamirpur district was wettest in the region with 187 mm of rains till this morning while Nahan and Renuka in Sirmaur district recorded 185 mm and 169 mm rains respectively. The local MeT office has warned of very heavy rains at some places and rains and thundershowers at many places in the state during next 24 hours as a cyclonic circulation, extending up to 0.9 km above sea level, lies over Punjab and adjoining Haryana. Dehra Gopipur received 160 mm rains, followed by Dharamsala 148 mm, Nadaun 143 mm, Jogindernagar 125 mm, Dharamsala (AWS)-111, Bangana 106 mm, Una and Mehre 105 mm, Nurpur in Kangra received 102 mm ra","Mehaskwal Village, Himachal Pradesh",unknown,landslide,downpour,medium,unknown,1.0,,,,,glc,5098.0,India,IN,Himachal Pradesh,2000.0,Nagar,3.56925,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,77.1788,32.17,2013
1618,The Tribune,http://www.tribuneindia.com/news/himachal/woman-kids-die-in-theog-house-collapse/111662.html,7287,07/26/2015 12:00:00 AM,,Chamba,"Heavy rain caused landslides blocking roads in interiors of Shimla, Chamba, Mandi and Kullu districts and over 100 roads in interior areas were blocked.",Chamba,5km,landslide,continuous_rain,small,above_road,0.0,0.0,,,,glc,7287.0,India,IN,Himachal Pradesh,21502.0,Chamba,0.73383,07/27/2015 06:56:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,76.1206,32.5606,2015
1626,nagalandpost,http://www.nagalandpost.com/ShowStory.aspx?npoststoryiden=UzEwMjg5OTY%3D-LvoR7D2GhjI%3D,2106,07/20/2010 12:00:00 AM,,"road to Oting near Longlam village, 13 km from Tizit subdivision, Mon district, Nagaland","With the landslide washing away the only life line of Oting and Longlam villages under Mon district, the villagers are facing acute shortage of essential commodities for livelihood.  The landslide which affected about 200 meters long, occurred near Longlam village on July 20 about 13 kms away from Tizit sub-division of Mon district.  The damage of the road is such that not only two wheeler but even human beings cannot walk or carry any load as the valley is very steep.  The only alternative road would have been via Naginimora- Tiru, but the road is in such a deplorable condition that no vehicles can ply. ","road to Oting near Longlam village, 13 km from Tizit subdivision, Mon district, Nagaland",25km,landslide,downpour,medium,unknown,0.0,,,,,glc,2106.0,India,IN,Nāgāland,18742.0,Mon,16.42483,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.9921,26.8716,2010
1635,articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-07-08/india/40442321_1_landslides-heavy-rainfall-isolated-places,5044,07/06/2013 12:00:00 AM,,"Rohru-Shimla Road At Dochi, Himachal Pradesh","Heavy rainfall continued to lash several parts of Himachal Pradesh on Sunday, causing rise in water level in rivers, besides triggering landslides at some places. In Mandi town flooding of a nullah near the government hospital choked the hospital premises and the market with mud and garbage and also buried parked vehicles. According to Shimla meteorological centre, heavy to very heavy rainfall would occur at isolated places in Sirmaur, Solan, Bilaspur, Hamirpur, Una, and parts of Shimla, Mandi and Kangra districts during next 48 hours. Landslides in different parts of Mandi also left national highways leading to Kullu, Pathankot and Shimla blocked for a while. The Mandi-Pathankot highway was blocked after landslides at Paddar on Sunday morning around 3 am and traffic was restored only around 10 am. While landslide near Mandi gurdwara left Manali highway blocked for around 30 minutes, the Mandi-Pathankot highway remained closed for three hours on Saturday after heavy rains caused landsl","Rohru-Shimla Road At Dochi, Himachal Pradesh",50km,landslide,downpour,medium,unknown,,,,,,glc,5044.0,India,IN,Himachal Pradesh,8160.0,Rohru,5.11036,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,77.7241,31.1628,2013
1636,NELIVE (North East Live),http://www.nelive.in/assam/news/woman-injured-landslide,9051,07/19/2016 09:00:00 AM,,"12th Mile area at Jorabat, Meghalaya, India","A family in 12th Mile area at Jorabat had a miraculous escape after a portion of a hillock located behind their compound fell on the house. The lady of the house, Nuni Sangma, received minor injuries in the incident.","12th Mile area at Jorabat, Meghalaya, India",25km,landslide,unknown,medium,natural_slope,0.0,1.0,,http://www.nelive.in/sites/default/files/city054%20%281%29.jpg,,glc,9051.0,India,IN,Meghalaya,2000.0,Dispur,6.97192,07/19/2016 07:03:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,91.87443370000001,26.09748244,2016
1644,news.oneindia,http://news.oneindia.in/2010/09/04/strategicroad-link-cut-off-due-to-landslide-insikkim.html,2392,09/04/2010 12:00:00 AM,,"17th mile(?), Jawaharlal Nehru Marg hwy, between Gangtok and Nathu La, Sikkim","Gangtok, Sep.4 (ANI): Incessant rains in the last few weeks have caused extensive landslides in Sikkim, as on Saturday, vehicular traffic on the road connecting Gangtok with Nathu La located along the India-China border came to a standstill due to landslides. Named the Jawaharlal Nehru Marg, the road holds high strategic importance for the movement of troops and their supplies.  It is also viewed as important for cross border trade and tourists who enjoy the rare experience of visiting the Nathu La Pass.  The worst affected spot has been ""the 17th mile"" where the road has been washed away to the extent of around 350 metres.  Reportedly, a gradient has slid down by 50 to 60 metres and a portion of the army barracks was badly damaged by the landslide.","17th mile(?), Jawaharlal Nehru Marg hwy, between Gangtok and Nathu La, Sikkim",10km,landslide,downpour,medium,unknown,0.0,,,,,glc,2392.0,India,IN,Sikkim,30700.0,Gangtok,12.9691,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.7334,27.3702,2010
1666,hindu,http://www.hindu.com/2010/07/30/stories/2010073063780100.htm,2293,08/20/2010 12:00:00 AM,,"Nalupani(?), Rishikesh-Gangotri highway, Uttarkhand","Friday, Aug 20, 2010, 15:19 IST   Incessant rains continued to lash Uttarakhand triggering landslides and most of the rivers flowing at danger level today.  Meanwhile, landslides occurred at a few places in Garhwal Himalayas due to heavy rains in at Badrinath, Kedarnath, Yamunotri and Gangotri.  While Rishikesh-Gangotri highway was blocked by landslides at Bhatwari and Nalupani and Rishikesh-Badrinath at Lambagad, routes to Yamunotri was disrupted at Ranachatti and Kedarnath at Gaurikund, the officials said.  Work is on to clear the debris and repair the roads.","Nalupani(?), Rishikesh-Gangotri highway, Uttarkhand",50km,landslide,downpour,medium,unknown,0.0,,,,,glc,2293.0,India,IN,Uttarakhand,17123.0,Uttarkāshi,19.20175,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,78.6437,30.7221,2010
1669,The Times of India,http://timesofindia.indiatimes.com/city/bhubaneswar/Uttarakhand-landslide-54-pilgrims-to-board-train-back-home-today/articleshow/47118314.cms,7111,04/28/2015 12:00:00 AM,,"Vishnuprayag, Joshimath","Fifty-four Bhadrak denizens, who were stranded in Uttarakhand due to landslide following heavy rain at Vishnuprayag since Tuesday,","Vishnuprayag, Joshimath",1km,landslide,continuous_rain,small,above_road,0.0,0.0,,,,glc,7111.0,India,IN,Uttarakhand,13865.0,Joshīmath,1.24233,07/08/2015 08:07:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,79.5765,30.5631,2015
1689,e-pao.net,http://e-pao.net/GP.asp?src=6..270711.jul11,3830,07/22/2011 12:00:00 AM,,Manipur,"PWD officials reject Moreh office collapse report Source: The Sangai Express  Moreh, July 26 2011: There is no question of caving in of the main building of Mini-Secretariat at Moreh and preparations are on for inauguration of the office building at the soonest possible, AE M Birla Singh and SO Senminthang of PWD, Moreh have clarified.  Following heavy rainfall, landslides occurred along some portion of the road running in between the Transit Hostel and the main building of the Mini Secretariat recently leading to debris falling against the western wall of the main office building of the Mini Secretariat.  Efforts are currently underway to remove the debris with deployment of excavators.  AE M Birla and SO Senminthang, who came to inspect the work, clarified that there is no damage caused to the main building of the Mini Secretariat in the recent landslide contrary to what had been reported in some section of the media.",Manipur,10km,landslide,downpour,small,unknown,0.0,,,,,glc,3830.0,India,IN,Manipur,7528.0,Wāngjing,38.5554,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.3429,24.3527,2011
1694,www.nagalandpost.com,http://www.nagalandpost.com/channelnews/state/StateNews.aspx?news=TkVXUzEwMDA0NjAwNw%3D%3D-%2FtfIAOw1uMk%3D,4906,06/07/2013 12:00:00 AM,,"Helipong-Chessore Road, Nagaland","Chessore Area GBÕs Union (CAGBU) has expressed gratitude to parliamentary secretary CAWD R. Tohanba for deploying his own excavator and men for clearing up the landslide along Helipong-Chessore road. The road was blockade due to heavy landslide since early June 2013. Following the clearance of landslide, vehicles can now pass through this road. In a press release, CAGBU general secretary R. Ramji and vice president S. Neoji also appealed to the department  of PWD (R& B) to look after the road condition of Helipong- Chessore for the welfare of the general public","Helipong-Chessore Road, Nagaland",10km,landslide,unknown,medium,unknown,,,,,,glc,4906.0,India,IN,Nāgāland,33748.0,Tuensang,20.17679,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.7499,26.0977,2013
1700,Thaindian News,http://www.thaindian.com/newsportal/uncategorized/seven-die-in-west-bengal-landslides-lead_100233301.html,1091,08/16/2009 09:00:00 AM,,"Kalimpong, Darjeeling, West Bengal","Landslide killed, occurred at various places, including in tea gardens, along the National Highway 65 connecting Kurseong with Siliguri and Darjeeling, as also in areas like Pankhabari and Rohini Sunday morning following heavy rains over the past two days, said Kurseong sub-divisional police officer Rakesh Singh.","Kalimpong, Darjeeling, West Bengal",25km,landslide,downpour,medium,above_river,2.0,,,,,glc,1091.0,India,IN,Bengal,43000.0,Kālimpang,1.39876,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.43849551,27.02459801,2009
1711,himvani,http://www.himvani.com/news/2010/07/26/two-die-10-sustain-injuries-as-landslide-buried-shanties-in-shimla/6153/,2135,07/25/2010 12:00:00 AM,,Dharamsala roads,"Meanwhile, intermittent rains disrupted normal life in Dharamsala, Solan and Nahan among other places as roads were blocked due to landslides. Dharamsala was wettest in the region with 86.4 mm rains,",Dharamsala roads,10km,landslide,downpour,medium,unknown,0.0,,,,,glc,2135.0,India,IN,Himachal Pradesh,19540.0,Dharmsāla,5.61442,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,76.3641,32.2067,2010
1753,ibnlive.in,http://ibnlive.in.com/news/heavy-rains-trigger-landslides-in-himacahal/283604-3-254.html,4497,08/18/2012 12:00:00 AM,,"Kaza, Himachal Pradesh","Several parts of Himachal Pradesh experienced heavy rainfall during the past 24 hours, triggering landslides at various places and disrupting vehicular traffic in the state.","Kaza, Himachal Pradesh",5km,landslide,downpour,medium,unknown,,,,,,test,4497.0,India,IN,Himachal Pradesh,1495.0,Sarāhan,83.81164,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,78.071,32.2278,2012
1776,The Economic Times,http://economictimes.indiatimes.com/news/politics-and-nation/another-landslip-occurs-in-darjeeling-even-as-people-return-home-from-relief-shelters/articleshow/47945060.cms,7076,07/04/2015 06:00:00 PM,,near Kalijhora,Another landslip occurred in Darjeeling district even as people are returning home from relief camps where they had taken shelter following landslides since July 1 which claimed lives of 40 people. The landslip occurred near Kalijhora last evening but there was no house in that spot and no casualty or injury was reported.,near Kalijhora,1km,landslide,unknown,small,natural_slope,0.0,0.0,,,,glc,7076.0,India,IN,West Bengal,43000.0,Kālimpang,15.553120000000002,07/06/2015 03:45:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.4553,26.9282,2015
1785,articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-07-08/india/40442779_1_food-grains-villages-pithoragarh-district-headquarters,5023,07/04/2013 12:00:00 AM,,"Munsari Tehsil, Uttarakhand","A 52-member batch of Kailash Mansarovar pilgrims has been stuck in Gunji town, 120 km from Pithoragarh, since July 4 due to landslides triggered by incessant rainfall over the past five days. The pilgrims are on their way back to Pithoragarh. ""Gunji has become inaccessible after all connecting roads leading to the town were washed away due to heavy landslides caused by incessant rains in the region,"" said a senior manager of the Kumaon Mandal Vikas Nigam in Nainital. An ITBP officer in Pithoragarh said it had so far not been possible to rescue the trapped pilgrims. ""Once it stops raining and the weather becomes normal, we will airlift all stuck pilgrims from Gunji to Pithoragarh,"" he said. The officer said although the pilgrims were staying at an ITBP guesthouse they might face a shortage of ration supplies if they were not airlifted within a day or two. A report reaching Pithoragarh district headquarters said 500 other people Ñ from more than 15 far-flung and remote villages Ñ wer","Munsari Tehsil, Uttarakhand",unknown,landslide,continuous_rain,medium,unknown,,,,,,glc,5023.0,India,IN,Uttarakhand,7331.0,Dhārchula,36.77667,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,80.2386,30.0712,2013
1786,www.newindianexpress.com,http://www.newindianexpress.com/nation/Fresh-landslides-in-Uttarakhand-as-bad-weather-persists/2013/07/25/article1701733.ece,5197,07/25/2013 12:00:00 AM,,"Ganga Vihar Colony In Bhatwadi Area, Uttarkashi, Uttarakhand","Landslides struck Quaritok and Malla villages of Uttarkashi, but there were no immediate reports of any casualty, officials said.","Ganga Vihar Colony In Bhatwadi Area, Uttarkashi, Uttarakhand",5km,landslide,continuous_rain,medium,unknown,,,,,,glc,5197.0,India,IN,Uttarakhand,17123.0,Uttarkāshi,19.530379999999997,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,78.6185,30.8203,2013
1790,thestatesman.net,http://www.thestatesman.net/page.arcview.php?clid=10&id=195422&usrsess=1,218,08/29/2007 12:00:00 AM,,"Ghayabari-Tindharia on National Highway 55, near Darjeeling hills",blocked Hwy 55 and railway transportation,"Ghayabari-Tindharia on National Highway 55, near Darjeeling hills",10km,landslide,rain,medium,unknown,,,,,,glc,218.0,India,IN,Bengal,123797.0,Dārjiling,2.88137,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.2548,27.0096,2007
1801,Times of India,http://timesofindia.indiatimes.com/City/Nashik/Landslide-fear-Pond-on-hill-to-be-drained/articleshow/39968725.cms,6462,07/30/2014 12:00:00 AM,,a hillock between Kasara and Igatpuri,"On July 30, there was a landslide between Kasara and Igatpuri, which authorities blamed on the construction debris that had not on a hillock.",a hillock between Kasara and Igatpuri,10km,landslide,construction,medium,mine,0.0,0.0,,,,glc,6462.0,India,IN,Maharashtra,35461.0,Igatpuri,6.47544,12/11/2014 06:31:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,73.5036,19.678,2014
1805,The Times of India,http://timesofindia.indiatimes.com/city/pune/Midnight-landslide-flattens-trust-office-at-Karla-temple/articleshow/47777801.cms,6973,06/21/2015 12:00:00 AM,,"Ekvira Devi temple, Karla near Khandala","Navnath Deshmukh, treasurer of the Ekvira Devi temple trust told TOI that the landslide took place following heavy rains in the area. ""Huge boulders fell on the office of the trust near the temple,"" he said. He said the office was completely destroyed...The trustees feel that there are chances of more landslides. ""There are gaps in the rocks near the temple.","Ekvira Devi temple, Karla near Khandala",exact,landslide,continuous_rain,small,natural_slope,0.0,0.0,,,,glc,6973.0,India,IN,Maharashtra,58562.0,Lonavla,7.59772,06/25/2015 08:36:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,73.4703,18.7833,2015
1807,www.himvani.com,http://www.himvani.com/news/2013/08/29/devastating-landslide-tirah-lines-dharamshala/23355,5290,08/07/2013 03:30:00 AM,,"Tirah Lines Which Is Almost 5 Kms From Dharamshala, Himachal Pradesh","ItÕs almost three weeks now when due to heavy rainfall, fifteen army houses were razed to ground and over a dozen houses were badly damaged as a massive landslide triggered the area. The houses were mainly of ex-servicemen. The incident took place at Tirah Lines which is almost 5 kms from Dharamshala. There was no loss of life as people moved to safer places as soon as they got to know about this. The news went viral. In no time army reached the place and helped the victims. Mrs. Parvati, a resident of the place said, ÒArmy men followed by Himachal police, home-guards, people from taxi stand and nearby areas helped us in tough timesÓ. The place was later visited by Mr. Sudhir Sharma, who overlooked the situation and promised to help the victims. At that time, victims were residing in tents in army area. But now, government has provided them with apartments in I&PH colony at Darnu, which is few kilometers from Dharamshala. This accommodation is provided to them for the next one year. Th","Tirah Lines Which Is Almost 5 Kms From Dharamshala, Himachal Pradesh",5km,landslide,downpour,medium,unknown,0.0,,,,,glc,5290.0,India,IN,Himachal Pradesh,19540.0,Dharmsāla,1.98223,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,76.3037,32.2322,2013
